,mbid,Song,Artist,Album,Date,Year,Month
836,136c689d-dc82-4967-b15e-a1aa9ea9e8d6,White Iverson,Post Malone,Stoney (Deluxe),2022-08-27 02:12:00,2022,8
837,30f75377-0d7a-4315-adbe-029787aecf46,The Adults Are Talking,The Strokes,The New Abnormal,2022-08-27 02:07:00,2022,8
838,,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2022-08-27 02:07:00,2022,8
839,,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2022-08-27 02:04:00,2022,8
840,085aa721-c6d9-355e-89e0-7a15b834de1a,Irreplaceable,Beyoncé,B'Day,2022-08-27 01:59:00,2022,8
841,02d3338c-9c1e-4e09-b13f-db42d35b468c,Halo,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,2022-08-27 01:54:00,2022,8
842,,Lätt,SOULGARDEN,Lätt,2022-08-27 01:54:00,2022,8
843,,Lätt,SOULGARDEN,Lätt,2022-08-27 01:52:00,2022,8
844,095dde4c-31ab-4b1a-afd6-285995d8a62b,666 ʇ,Bon Iver,"22, A Million",2022-08-27 00:37:00,2022,8
845,0e9bd66e-84e3-42d0-ac14-c43436cf624f,____45_____,Bon Iver,"22, A Million",2022-08-27 00:34:00,2022,8
846,1b8fceb1-41ce-4bdf-8078-5f683833dd6c,22 (OVER S∞∞N),Bon Iver,"22, A Million",2022-08-27 00:31:00,2022,8
847,1647ac3c-9e7a-4557-9f00-95e60928e9cd,10 d E A T h b R E a s T ⚄ ⚄,Bon Iver,"22, A Million",2022-08-27 00:29:00,2022,8
848,18ae8c7e-e041-4cc9-a636-6ea061183e22,8 (circle),Bon Iver,"22, A Million",2022-08-27 00:24:00,2022,8
849,0b4f1f1f-372c-41af-8bc1-39877b299b36,21 M◊◊N WATER,Bon Iver,"22, A Million",2022-08-27 00:24:00,2022,8
850,18ae8c7e-e041-4cc9-a636-6ea061183e22,8 (circle),Bon Iver,"22, A Million",2022-08-27 00:19:00,2022,8
851,876d409c-7abb-4d7b-9fdf-200c1d114173,715 - CR∑∑KS,Bon Iver,"22, A Million",2022-08-27 00:17:00,2022,8
852,11716f81-01f9-4724-9824-fb3b86251c85,29 #Strafford APTS,Bon Iver,"22, A Million",2022-08-27 00:13:00,2022,8
853,,Jewish Wedding Dance,The Jewish Starlight Orchestra,Jewish Music and Songs (The Best of Traditional),2022-08-26 23:56:00,2022,8
854,,YOSEMITE,Travis Scott,ASTROWORLD,2022-08-26 23:10:00,2022,8
855,,Early Autumn Sun,Italian Dinner Party,Classic Jazz Instrumental Easy Listening for Italian Style Food,2022-08-26 23:08:00,2022,8
856,00bdb051-dc65-483c-bbfe-fcce45acc250,Ransom,Lil Tecca,We Love You Tecca,2022-08-26 22:40:00,2022,8
857,,D38 - No Miming,d38,D38 - No Miming,2022-08-26 22:37:00,2022,8
858,,Doja,Central Cee,Doja,2022-08-26 22:37:00,2022,8
859,,Doja,Central Cee,Doja,2022-08-26 22:36:00,2022,8
860,002c6088-7214-44e7-a7a7-0e04506519c2,White Mercedes,Charli XCX,Charli,2022-08-26 20:42:00,2022,8
861,1a9460b3-314f-4aba-826b-c8288a19d793,I'm Gonna Be,Post Malone,Hollywood's Bleeding,2022-08-26 20:08:00,2022,8
862,50c76b23-5981-4c29-aa66-7770aa8b598d,Physical,Dua Lipa,Physical,2022-08-26 20:04:00,2022,8
863,,Roza,Dimitris Mitropanos,Stou Eona Tin Paraga,2022-08-26 19:38:00,2022,8
864,,Mamma Maria,The Italians,CIAO ITALIA - 36 Best Italian Songs,2022-08-26 19:20:00,2022,8
865,,'O Sole Mio,Jack Jezzro,Caffé Italiano: Instrumental Italian Favorites,2022-08-26 19:18:00,2022,8
866,,That's Amore,Jack Jezzro,Caffé Italiano: Instrumental Italian Favorites,2022-08-26 19:15:00,2022,8
867,,I Want You Back,The Jackson 5,Diana Ross Presents the Jackson 5,2022-08-26 19:11:00,2022,8
868,,Doja,Central Cee,Doja,2022-08-26 19:08:00,2022,8
869,,Location (feat. Burna Boy),Dave,Psychodrama,2022-08-26 19:04:00,2022,8
870,408ac29f-5353-4e53-b79d-a30f56b1139f,HOW RUDE,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-08-26 17:45:00,2022,8
871,,You Right,Doja Cat,Planet Her,2022-08-26 17:42:00,2022,8
872,eff0d22b-fe0c-45ea-88a7-1295f56d76f5,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-08-26 17:40:00,2022,8
873,,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,Heavy Is the Head,2022-08-26 17:29:00,2022,8
874,,Location (feat. Burna Boy),Dave,Psychodrama,2022-08-26 17:23:00,2022,8
875,,Doja,Central Cee,Doja,2022-08-26 17:10:00,2022,8
876,,Praise the Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,2022-08-26 17:10:00,2022,8
877,,Doja,Central Cee,Doja,2022-08-26 16:52:00,2022,8
878,,NO SECRET (feat. Drake),DJ Khaled,GOD DID,2022-08-26 13:28:00,2022,8
879,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-08-26 12:16:00,2022,8
880,,Doja,Central Cee,Doja,2022-08-26 12:03:00,2022,8
881,09db906b-50c0-3d5b-ad6f-2aee22ded3ed,Guten Morgen Sonnenschein,Nana Mouskouri,Ich Hab Gelacht Ich Hab Geweint,2022-08-26 12:00:00,2022,8
882,,I CALLED TJ TWICE,Jordy,I Called Tj Twice,2022-08-26 01:37:00,2022,8
883,,"Next Up - S4-E2, Pt. 1",JBEE,Next Up - S4-E2,2022-08-26 01:20:00,2022,8
884,,Doja,Central Cee,Doja,2022-08-26 01:15:00,2022,8
885,,"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,2022-08-26 00:06:00,2022,8
886,,Summertime in Paris,Jaden,ERYS (Deluxe),2022-08-25 23:37:00,2022,8
887,,I'M ON ONE (feat. Drake),Future,I NEVER LIKED YOU,2022-08-25 23:32:00,2022,8
888,1273c0a7-4b00-40bc-bb9a-f113da36b3ae,Donda,Kanye West,Donda,2022-08-25 23:28:00,2022,8
889,2658e180-3a03-4db3-91d3-8cdac3a2d6d2,The Language,Drake,Nothing Was the Same,2022-08-25 23:26:00,2022,8
890,,One Right Now (with The Weeknd),Post Malone,One Right Now,2022-08-25 23:22:00,2022,8
891,,Doja,Central Cee,Doja,2022-08-25 23:17:00,2022,8
