,mbid,Song,Artist,Album,Date,Year,Month,User
665,,Ear Candy,Caye,Ear Candy,2022-10-31 14:01:00,2022,10,wuhuspringfield
666,,Sound 4 U X Be Mine,EMBRZ,Sound 4 U X Be Mine,2022-10-31 13:58:00,2022,10,wuhuspringfield
667,,Expectations,Taska Black,Expectations,2022-10-31 13:56:00,2022,10,wuhuspringfield
668,,Waves,Kidswaste,Waves,2022-10-31 13:53:00,2022,10,wuhuspringfield
669,,LOSING YOU,bear bear & friends,LOSING YOU,2022-10-31 13:50:00,2022,10,wuhuspringfield
670,,Captions,Julia Wolf,Captions,2022-10-31 13:49:00,2022,10,wuhuspringfield
671,,WARMTH,Ford.,(The) Evening,2022-10-31 13:46:00,2022,10,wuhuspringfield
672,,Home,Kidswaste,Colors of Your Heart,2022-10-31 13:43:00,2022,10,wuhuspringfield
673,,Someone Else (Keanler Remix),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:40:00,2022,10,wuhuspringfield
674,,Waiting For (with slenderbodies) (GUDFELLA Remix),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:38:00,2022,10,wuhuspringfield
675,,Amnesia (with Nightly) (EMBRZ Remix),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:34:00,2022,10,wuhuspringfield
676,,I Still Need You (Disco Lines Remix),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:32:00,2022,10,wuhuspringfield
677,,Right For You,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:29:00,2022,10,wuhuspringfield
678,,I'll Wait for You,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:26:00,2022,10,wuhuspringfield
679,,Less Alone (with Quinn XCII),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:23:00,2022,10,wuhuspringfield
680,71827237-94ba-41e2-88a3-4fac27ddd6b4,If That's What You Need,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:20:00,2022,10,wuhuspringfield
681,,Close Your Eyes and Dream of Falling,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:15:00,2022,10,wuhuspringfield
682,,Waiting For (with slenderbodies),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:12:00,2022,10,wuhuspringfield
683,3923d313-61a6-4c2d-8a36-73a823f2d483,Somebody Loves You,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:09:00,2022,10,wuhuspringfield
684,3ce244cb-b9c9-4c29-a5e3-ade3a694d9a3,I Still Need You,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:06:00,2022,10,wuhuspringfield
685,fc0655bc-8615-4dcf-819a-34c35af2e509,Someone Else,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:03:00,2022,10,wuhuspringfield
686,ebd25a0a-739c-42b3-85bf-9edc2a36454d,Oxygen,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 13:00:00,2022,10,wuhuspringfield
687,c5612631-0452-45f9-932d-433c61a8e4b2,All Mine,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 12:57:00,2022,10,wuhuspringfield
688,,I’ll Be Alright (with Stay Over),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 12:53:00,2022,10,wuhuspringfield
689,,Amnesia (with Nightly),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 12:26:00,2022,10,wuhuspringfield
690,,I’ll Be Alright (with Stay Over),AyokAy,Digital Dreamscape (Deluxe),2022-10-31 12:23:00,2022,10,wuhuspringfield
691,b462b0fd-7016-4cde-b775-70ca9455b1a9,Better With You,AyokAy,Digital Dreamscape (Deluxe),2022-10-31 12:20:00,2022,10,wuhuspringfield
692,47a412d8-ed01-4e24-a703-8adae4fd6846,bounty hunter,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-10-31 01:39:00,2022,10,wuhuspringfield
693,,Falling Slowly,VWILLZ,Falling Slowly,2022-10-31 01:36:00,2022,10,wuhuspringfield
694,,perfect pair,Unodavid,Perfect Pair,2022-10-31 01:34:00,2022,10,wuhuspringfield
695,,Tanaka 2,Joey Valence & Brae,Tanaka 2,2022-10-31 01:34:00,2022,10,wuhuspringfield
696,,sew it up,Oliver Francis,pond scum,2022-10-30 22:56:00,2022,10,wuhuspringfield
697,,mr. sunshine,yxngxr1,mr. sunshine,2022-10-30 22:55:00,2022,10,wuhuspringfield
698,,fmk (with blackbear) - messier,GAYLE,fmk (with blackbear) [messier],2022-10-30 22:51:00,2022,10,wuhuspringfield
699,,Heaven Sent (feat. Wiz Khalifa),Taylor Gang,G Rage,2022-10-30 22:48:00,2022,10,wuhuspringfield
700,,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022-10-30 22:45:00,2022,10,wuhuspringfield
701,,Right For You,AyokAy,Digital Dreamscape (Deluxe),2022-10-30 22:41:00,2022,10,wuhuspringfield
702,,Falling Back,Myrne,Falling Back,2022-10-30 22:36:00,2022,10,wuhuspringfield
703,,Falling Back,Myrne,Falling Back,2022-10-30 22:32:00,2022,10,wuhuspringfield
704,dcd4398d-d11e-436f-b701-20b3a7f82fb6,In My Head,Juice WRLD,In My Head,2022-10-30 20:28:00,2022,10,wuhuspringfield
705,,potentially fatal,Ty Lorenzo,21,2022-10-30 19:23:00,2022,10,wuhuspringfield
706,,Demonslayer,Elroy,Demonslayer,2022-10-30 19:21:00,2022,10,wuhuspringfield
707,,raze,Ty Lorenzo,raze // lacuna,2022-10-30 19:18:00,2022,10,wuhuspringfield
708,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-30 19:17:00,2022,10,wuhuspringfield
709,dcd4398d-d11e-436f-b701-20b3a7f82fb6,In My Head,Juice WRLD,In My Head,2022-10-30 18:54:00,2022,10,wuhuspringfield
710,,Options (feat. 24kGoldn),Internet Money,Options (feat. 24kGoldn),2022-10-30 18:46:00,2022,10,wuhuspringfield
711,,Blue,Maj,The Exotic Party,2022-10-30 18:44:00,2022,10,wuhuspringfield
712,24ed7641-bcc6-44d5-9723-9eefa0ac13e5,Tenenbaum,The Paper Kites,States,2022-10-30 18:40:00,2022,10,wuhuspringfield
713,dd85b50d-29c5-4c3f-95e0-b20804f1e301,The Only One,Benny Sings,The Only One,2022-10-30 18:36:00,2022,10,wuhuspringfield
714,,Giving It Up,Rikas,Goodbye Sunshine,2022-10-30 18:32:00,2022,10,wuhuspringfield
715,,Mein Bestes,Wilhelmine,Wind,2022-10-30 18:30:00,2022,10,wuhuspringfield
716,,Down The Line,Alison Wonderland,Down The Line,2022-10-30 18:27:00,2022,10,wuhuspringfield
717,,Old Love,Bob Moses,Old Love / The Silence in Between,2022-10-30 18:23:00,2022,10,wuhuspringfield
718,,ich vermiss dich <3,Revelle,ich vermiss dich <3,2022-10-30 18:21:00,2022,10,wuhuspringfield
719,ed64a915-be8c-485e-89fe-d68da2aedcc9,Mother,Matt Maltese,Mother,2022-10-30 18:18:00,2022,10,wuhuspringfield
720,,Blisters,Dylan,The Greatest Thing I’ll Never Learn,2022-10-30 18:14:00,2022,10,wuhuspringfield
721,,Down The Line,Alison Wonderland,Down The Line,2022-10-30 18:11:00,2022,10,wuhuspringfield
722,,Beautiful Morning,Elderbrook,Beautiful Morning,2022-10-30 18:08:00,2022,10,wuhuspringfield
723,,More To This Life,Max Giesinger,More To This Life,2022-10-30 18:05:00,2022,10,wuhuspringfield
724,,Unwritten,Natasha Bedingfield,Unwritten,2022-10-30 18:01:00,2022,10,wuhuspringfield
725,,fantasize,ericdoa,fantasize,2022-10-30 16:08:00,2022,10,wuhuspringfield
726,37a72217-e2dc-43f9-b8e6-3f4791e430a7,i think you're really cool,Guardin,i think you're really cool,2022-10-30 16:05:00,2022,10,wuhuspringfield
727,,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,F*CK LOVE (SAVAGE),2022-10-30 16:03:00,2022,10,wuhuspringfield
728,,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,F*CK LOVE (SAVAGE),2022-10-30 15:57:00,2022,10,wuhuspringfield
729,dcd4398d-d11e-436f-b701-20b3a7f82fb6,In My Head,Juice WRLD,In My Head,2022-10-30 15:30:00,2022,10,wuhuspringfield
730,0841d456-7493-4555-92ed-f7cbbeac4c31,People Everywhere (Still Alive),Khruangbin,The Universe Smiles Upon You,2022-10-30 14:44:00,2022,10,wuhuspringfield
731,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-30 14:01:00,2022,10,wuhuspringfield
732,,Self Sabotage,MASN,Self Sabotage,2022-10-30 13:59:00,2022,10,wuhuspringfield
733,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-30 13:57:00,2022,10,wuhuspringfield
734,,big,Koi,10&2,2022-10-30 13:55:00,2022,10,wuhuspringfield
735,,lacuna,Ty Lorenzo,raze // lacuna,2022-10-30 00:35:00,2022,10,wuhuspringfield
736,,sequoia,Ty Lorenzo,sequoia,2022-10-30 00:34:00,2022,10,wuhuspringfield
737,,undo,Ty Lorenzo,undo,2022-10-30 00:31:00,2022,10,wuhuspringfield
738,,ARIZONA,Monto,ARIZONA,2022-10-30 00:29:00,2022,10,wuhuspringfield
739,,ifls,Aldn,ifls,2022-10-30 00:21:00,2022,10,wuhuspringfield
740,3926e966-0e54-4c0f-9288-524b32bccbaf,iMi,Bon Iver,"i,i",2022-10-30 00:13:00,2022,10,wuhuspringfield
741,,i wouldn't mind at all,Censthetic,i wouldn't mind at all,2022-10-30 00:08:00,2022,10,wuhuspringfield
742,cb50d70f-58c2-4e4e-91fc-d4068ce4e1c5,white ceilings,whiterosemoxie,white ceilings,2022-10-29 19:15:00,2022,10,wuhuspringfield
743,,Amnesia (with Nightly),AyokAy,Digital Dreamscape,2022-10-29 19:15:00,2022,10,wuhuspringfield
744,33a6c01c-1dce-4fd1-8d39-4ec4656a42cc,EASY,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-10-29 19:10:00,2022,10,wuhuspringfield
745,1647ac3c-9e7a-4557-9f00-95e60928e9cd,10 d E A T h b R E a s T ⚄ ⚄,Bon Iver,"22, a Million",2022-10-29 19:06:00,2022,10,wuhuspringfield
746,1b8fceb1-41ce-4bdf-8078-5f683833dd6c,22 (OVER S∞∞N),Bon Iver,"22, a Million",2022-10-29 18:52:00,2022,10,wuhuspringfield
747,b4299c16-7200-4b96-856f-3f1a7c74affe,Baby Blue,rence,Baby Blue,2022-10-29 18:47:00,2022,10,wuhuspringfield
748,408ac29f-5353-4e53-b79d-a30f56b1139f,HOW RUDE,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-10-29 18:43:00,2022,10,wuhuspringfield
749,ecd2de61-cafc-423e-b288-f52a22481d81,Hoedown Throwdown,Miley Cyrus,Hannah Montana The Movie,2022-10-29 18:15:00,2022,10,wuhuspringfield
750,947aa838-9f78-4596-851e-38d2bf473d42,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,Hannah Montana,2022-10-29 18:13:00,2022,10,wuhuspringfield
751,,"How Far I'll Go - From ""Vaiana""",Alessia Cara,"How Far I\'ll Go (From ""Vaiana"")",2022-10-29 18:10:00,2022,10,wuhuspringfield
752,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-29 18:06:00,2022,10,wuhuspringfield
753,,Self Sabotage,MASN,Self Sabotage,2022-10-29 18:04:00,2022,10,wuhuspringfield
754,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-29 18:02:00,2022,10,wuhuspringfield
755,,big,Koi,10&2,2022-10-29 18:00:00,2022,10,wuhuspringfield
756,12a956ef-1897-4c55-b357-e70ea6a07c66,Towers,Bon Iver,Bon Iver,2022-10-29 15:11:00,2022,10,wuhuspringfield
757,,I Love U - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-29 15:08:00,2022,10,wuhuspringfield
758,,I Hope You Change Your Mind - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-29 15:05:00,2022,10,wuhuspringfield
759,,drive-thru,Nate Good,drive-thru,2022-10-29 15:03:00,2022,10,wuhuspringfield
760,,Heaven Sent (feat. Wiz Khalifa),Taylor Gang,G Rage,2022-10-29 14:57:00,2022,10,wuhuspringfield
761,,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022-10-29 14:53:00,2022,10,wuhuspringfield
762,,Right For You,AyokAy,Digital Dreamscape (Deluxe),2022-10-29 14:50:00,2022,10,wuhuspringfield
763,,miles (feat. Lil Uzi Vert),skaiwater,miles,2022-10-29 14:47:00,2022,10,wuhuspringfield
764,dcd4398d-d11e-436f-b701-20b3a7f82fb6,In My Head,Juice WRLD,In My Head,2022-10-29 14:44:00,2022,10,wuhuspringfield
765,,Right For You,AyokAy,Digital Dreamscape (Deluxe),2022-10-29 14:41:00,2022,10,wuhuspringfield
766,,FAITHFUL (feat. NLE Choppa),Macklemore,FAITHFUL (feat. NLE Choppa),2022-10-29 14:37:00,2022,10,wuhuspringfield
767,28fcc238-1378-414b-9b84-86fc15292aa2,L$D,A$AP Rocky,AT.LONG.LAST.A$AP,2022-10-29 02:58:00,2022,10,wuhuspringfield
768,,Downtown - Uptempo,Anya Taylor-Joy,Last Night In Soho (Original Motion Picture Soundtrack),2022-10-29 02:52:00,2022,10,wuhuspringfield
769,,Mr. Brightside,The Killers,Hot Fuss,2022-10-29 02:37:00,2022,10,wuhuspringfield
770,bf6f4616-f3cc-4bb7-848e-75e440bd9301,i deserve 2 b alone,Tai Verdes,TV,2022-10-29 02:31:00,2022,10,wuhuspringfield
771,,Imagine You,静的 Static,Ends // Beginnings,2022-10-29 02:27:00,2022,10,wuhuspringfield
772,,tmb,Monty.Pk,tmb,2022-10-29 02:24:00,2022,10,wuhuspringfield
773,de8c5b51-88f0-463d-bb40-77438a634be2,the apathy song,maxime.,whatevernowiscalled,2022-10-29 02:21:00,2022,10,wuhuspringfield
774,,One Night,IceC0ldTre,One Night,2022-10-28 23:28:00,2022,10,wuhuspringfield
775,,WARWICK,Johnny Vice,WARWICK,2022-10-28 22:33:00,2022,10,wuhuspringfield
776,,Isle Of Strawberries,Edwin Raphael,Will You Think of Me Later?,2022-10-28 22:12:00,2022,10,wuhuspringfield
777,,Isle Of Strawberries,Edwin Raphael,Will You Think of Me Later?,2022-10-28 20:10:00,2022,10,wuhuspringfield
778,,I Love U - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-28 18:48:00,2022,10,wuhuspringfield
779,,I Hope You Change Your Mind - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-28 18:21:00,2022,10,wuhuspringfield
780,,You Should Text Me More Often,Andrew Applepie,You Should Text Me More Often,2022-10-28 18:18:00,2022,10,wuhuspringfield
781,42237d26-8d4f-4805-a7f5-4bb42f95dd3c,heal,50landing,growing pains,2022-10-28 18:12:00,2022,10,wuhuspringfield
782,,missing us,Valera,missing us,2022-10-28 18:07:00,2022,10,wuhuspringfield
783,37a72217-e2dc-43f9-b8e6-3f4791e430a7,i think you're really cool,Guardin,i think you're really cool,2022-10-28 16:22:00,2022,10,wuhuspringfield
784,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-28 16:20:00,2022,10,wuhuspringfield
785,,Self Sabotage,MASN,Self Sabotage,2022-10-28 16:16:00,2022,10,wuhuspringfield
786,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-28 16:14:00,2022,10,wuhuspringfield
787,,big,Koi,10&2,2022-10-28 16:12:00,2022,10,wuhuspringfield
788,,Imagine You,静的 Static,Ends // Beginnings,2022-10-28 15:56:00,2022,10,wuhuspringfield
789,,missing us,Valera,missing us,2022-10-28 15:54:00,2022,10,wuhuspringfield
790,,crush,静的 Static,a never ending story,2022-10-28 15:51:00,2022,10,wuhuspringfield
791,,Imagine You,静的 Static,Ends // Beginnings,2022-10-28 15:47:00,2022,10,wuhuspringfield
792,37a72217-e2dc-43f9-b8e6-3f4791e430a7,i think you're really cool,Guardin,i think you're really cool,2022-10-28 15:26:00,2022,10,wuhuspringfield
793,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-28 15:24:00,2022,10,wuhuspringfield
794,,Self Sabotage,MASN,Self Sabotage,2022-10-28 15:20:00,2022,10,wuhuspringfield
795,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-28 15:18:00,2022,10,wuhuspringfield
796,,big,Koi,10&2,2022-10-28 15:16:00,2022,10,wuhuspringfield
797,bf6f4616-f3cc-4bb7-848e-75e440bd9301,i deserve 2 b alone,Tai Verdes,TV,2022-10-28 15:05:00,2022,10,wuhuspringfield
798,,Close the Door,Weston Estate,Close the Door,2022-10-28 15:04:00,2022,10,wuhuspringfield
799,,re:birth,50landing,re:birth,2022-10-28 15:00:00,2022,10,wuhuspringfield
800,42237d26-8d4f-4805-a7f5-4bb42f95dd3c,heal,50landing,growing pains,2022-10-28 14:57:00,2022,10,wuhuspringfield
801,,missing us,Valera,missing us,2022-10-28 14:52:00,2022,10,wuhuspringfield
802,,crush,静的 Static,a never ending story,2022-10-28 14:50:00,2022,10,wuhuspringfield
803,,Imagine You,静的 Static,Ends // Beginnings,2022-10-28 14:46:00,2022,10,wuhuspringfield
804,,tmb,Monty.Pk,tmb,2022-10-28 14:44:00,2022,10,wuhuspringfield
805,de8c5b51-88f0-463d-bb40-77438a634be2,the apathy song,maxime.,whatevernowiscalled,2022-10-28 14:41:00,2022,10,wuhuspringfield
806,,fuck this town,Glaive,fuck this town,2022-10-28 14:38:00,2022,10,wuhuspringfield
807,,fantasize,ericdoa,fantasize,2022-10-28 14:36:00,2022,10,wuhuspringfield
808,de8c5b51-88f0-463d-bb40-77438a634be2,the apathy song,maxime.,whatevernowiscalled,2022-10-28 14:11:00,2022,10,wuhuspringfield
809,,fantasize,ericdoa,fantasize,2022-10-28 13:48:00,2022,10,wuhuspringfield
810,37a72217-e2dc-43f9-b8e6-3f4791e430a7,i think you're really cool,Guardin,i think you're really cool,2022-10-28 13:46:00,2022,10,wuhuspringfield
811,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-28 13:43:00,2022,10,wuhuspringfield
812,,Self Sabotage,MASN,Self Sabotage,2022-10-28 13:40:00,2022,10,wuhuspringfield
813,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-28 13:37:00,2022,10,wuhuspringfield
814,,big,Koi,10&2,2022-10-28 13:35:00,2022,10,wuhuspringfield
815,002dd514-f96a-4832-b226-d52827aa6504,Anchor,Novo Amor,Bathing Beach,2022-10-28 02:26:00,2022,10,wuhuspringfield
816,,Downtown - A Capella,Anya Taylor-Joy,Last Night In Soho (Original Motion Picture Soundtrack),2022-10-28 02:02:00,2022,10,wuhuspringfield
817,,I Hope You Change Your Mind - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-27 02:14:00,2022,10,wuhuspringfield
818,522b2b7d-fb6d-47e9-9617-67afd0531757,All of the Lights,Kanye West,My Beautiful Dark Twisted Fantasy,2022-10-27 01:52:00,2022,10,wuhuspringfield
819,e441f024-f2a9-4cfb-a24e-d79e567f5434,Flashing Lights,Kanye West,Graduation,2022-10-27 01:48:00,2022,10,wuhuspringfield
820,,Ghost Town,Kanye West,ye,2022-10-27 01:44:00,2022,10,wuhuspringfield
821,,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,F*CK LOVE (SAVAGE),2022-10-26 22:30:00,2022,10,wuhuspringfield
822,de8c5b51-88f0-463d-bb40-77438a634be2,the apathy song,maxime.,whatevernowiscalled,2022-10-26 22:07:00,2022,10,wuhuspringfield
823,,fuck this town,Glaive,fuck this town,2022-10-26 22:05:00,2022,10,wuhuspringfield
824,,fantasize,ericdoa,fantasize,2022-10-26 22:03:00,2022,10,wuhuspringfield
825,37a72217-e2dc-43f9-b8e6-3f4791e430a7,i think you're really cool,Guardin,i think you're really cool,2022-10-26 22:00:00,2022,10,wuhuspringfield
826,,More Than Life (Feat. Glaive),Machine Gun Kelly,mainstream sellout (life in pink deluxe),2022-10-26 21:57:00,2022,10,wuhuspringfield
827,,Self Sabotage,MASN,Self Sabotage,2022-10-26 21:54:00,2022,10,wuhuspringfield
828,1c450a67-380e-4c39-af33-60bd270c9e1a,SAME ENERGY,The Kid LAROI,F*CK LOVE 3: OVER YOU,2022-10-26 21:53:00,2022,10,wuhuspringfield
829,,big,Koi,10&2,2022-10-26 21:51:00,2022,10,wuhuspringfield
830,2d4b5b7b-228a-447a-b003-0a2bce714c3d,Freak,Doja Cat,Freak,2022-10-26 21:35:00,2022,10,wuhuspringfield
831,,Magic in the Hamptons (feat. Lil Yachty),Social House,Magic In The Hamptons (feat. Lil Yachty),2022-10-26 21:32:00,2022,10,wuhuspringfield
832,,drive-thru,Nate Good,drive-thru,2022-10-26 20:25:00,2022,10,wuhuspringfield
833,d94bd204-bf00-49c3-bc22-d7c9335d83da,Asos Model Crush,dné,"These Semi Feelings, They Are Everywhere",2022-10-26 20:23:00,2022,10,wuhuspringfield
834,,Ghost Town,Kanye West,ye,2022-10-26 20:20:00,2022,10,wuhuspringfield
835,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 20:16:00,2022,10,wuhuspringfield
836,32c7031f-84f9-43ba-8111-9012e54fd12f,ghost boy,Lil Peep,Everybody's Everything,2022-10-26 18:49:00,2022,10,wuhuspringfield
837,,Fangirl (feat. Gab3),Lil Peep,Everybody's Everything,2022-10-26 18:47:00,2022,10,wuhuspringfield
838,,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,F*CK LOVE (SAVAGE),2022-10-26 18:45:00,2022,10,wuhuspringfield
839,,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,F*CK LOVE (SAVAGE),2022-10-26 18:42:00,2022,10,wuhuspringfield
840,,Still Feel It All,Maro,it's OK,2022-10-26 18:39:00,2022,10,wuhuspringfield
841,aac728df-c89c-42cd-87f5-7e9ff86c2491,Burn It All,The Dean's List,The Drive-in,2022-10-26 18:35:00,2022,10,wuhuspringfield
842,,Shaded In (feat. Jordan Léser) - Common Tiger Remix,Filous,Shaded In (feat. Jordan Léser) [Remixes],2022-10-26 18:33:00,2022,10,wuhuspringfield
843,,re:Stacks,Bon Iver,"For Emma, Forever Ago",2022-10-26 18:26:00,2022,10,wuhuspringfield
844,,Stay,Chet Porter,Stay,2022-10-26 18:22:00,2022,10,wuhuspringfield
845,f2dfff1e-903b-4817-955a-26798fd84104,The Overlook,Koresma,The Overlook,2022-10-26 18:20:00,2022,10,wuhuspringfield
846,,Shaded In (feat. Jordan Léser) - Common Tiger Remix,Filous,Shaded In (feat. Jordan Léser) [Remixes],2022-10-26 18:20:00,2022,10,wuhuspringfield
847,f2dfff1e-903b-4817-955a-26798fd84104,The Overlook,Koresma,The Overlook,2022-10-26 18:16:00,2022,10,wuhuspringfield
848,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 17:12:00,2022,10,wuhuspringfield
849,,Ghost Town,Kanye West,ye,2022-10-26 16:39:00,2022,10,wuhuspringfield
850,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 16:37:00,2022,10,wuhuspringfield
851,,Ghost Town,Kanye West,ye,2022-10-26 16:32:00,2022,10,wuhuspringfield
852,d94bd204-bf00-49c3-bc22-d7c9335d83da,Asos Model Crush,dné,"These Semi Feelings, They Are Everywhere",2022-10-26 16:31:00,2022,10,wuhuspringfield
853,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 16:28:00,2022,10,wuhuspringfield
854,d94bd204-bf00-49c3-bc22-d7c9335d83da,Asos Model Crush,dné,"These Semi Feelings, They Are Everywhere",2022-10-26 15:29:00,2022,10,wuhuspringfield
855,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 15:26:00,2022,10,wuhuspringfield
856,9a18653d-0024-4a0f-aae0-18572d96464e,I Feel Alive,Duskus,In Retrospect,2022-10-26 15:12:00,2022,10,wuhuspringfield
857,,Something Different - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 14:38:00,2022,10,wuhuspringfield
858,,If You Don't Like the Story Write Your Own,Witt Lowry,If You Don't Like the Story Write Your Own,2022-10-26 14:34:00,2022,10,wuhuspringfield
859,12a956ef-1897-4c55-b357-e70ea6a07c66,Towers,Bon Iver,Bon Iver,2022-10-26 14:09:00,2022,10,wuhuspringfield
860,,I Love U - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 14:06:00,2022,10,wuhuspringfield
861,,Something Different - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 14:03:00,2022,10,wuhuspringfield
862,,I Love U - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 14:01:00,2022,10,wuhuspringfield
863,,I Hope You Change Your Mind - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 13:58:00,2022,10,wuhuspringfield
864,c72ad58e-94c2-45fc-b4eb-ed0099c9a60c,ghost town (voice memo),chloe george,ghost town (voice memo),2022-10-26 13:55:00,2022,10,wuhuspringfield
865,,Relaksohuni,Qetesia,Relaksohuni,2022-10-26 03:57:00,2022,10,wuhuspringfield
866,,Going Back,Koby Laver,Going Back,2022-10-26 03:54:00,2022,10,wuhuspringfield
867,,Hush,Yonatan Awate,Hush,2022-10-26 03:51:00,2022,10,wuhuspringfield
868,,Illustratosphere,Anna Nueva,Illustratosphere,2022-10-26 03:48:00,2022,10,wuhuspringfield
869,,Wanderstar,Amel Scott,Aphelion,2022-10-26 03:45:00,2022,10,wuhuspringfield
870,,Hesperus,Rosa Løvstrøm,Hesperus,2022-10-26 03:42:00,2022,10,wuhuspringfield
871,,I et andet liv,Minik Knudsen,I et andet liv,2022-10-26 03:39:00,2022,10,wuhuspringfield
872,,Herinneringen,Sohn Aelia,Herinneringen,2022-10-26 03:36:00,2022,10,wuhuspringfield
873,,Aurora,Stephanie Hawk,Aurora,2022-10-26 03:33:00,2022,10,wuhuspringfield
874,,Thinking About You,Edwin Raphael,Ocean Walk,2022-10-26 03:32:00,2022,10,wuhuspringfield
875,29a2b132-4adb-4e4c-8f42-5fc412dc0da9,october passed ME BY,girl in red,October Passed Me By,2022-10-26 03:29:00,2022,10,wuhuspringfield
876,,Walking on a Dream,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),2022-10-26 03:26:00,2022,10,wuhuspringfield
877,0d751dff-30e6-46fd-bc75-574f973d9eac,oui,Jeremih,Late Nights: The Album,2022-10-26 03:21:00,2022,10,wuhuspringfield
878,,You Should Text Me More Often,Andrew Applepie,You Should Text Me More Often,2022-10-26 03:18:00,2022,10,wuhuspringfield
879,9a18653d-0024-4a0f-aae0-18572d96464e,I Feel Alive,Duskus,In Retrospect,2022-10-26 03:15:00,2022,10,wuhuspringfield
880,,Something Different - lofi remix,The Chainsmokers,So Far So Good (lofi remixes),2022-10-26 03:13:00,2022,10,wuhuspringfield
