,mbid,Song,Artist,Album,Date,Year,Month
1003,20e218e3-ead9-424e-8132-a0a6cabe1f14,Lydia (Please Make It Better),Fred again..,Actual Life (April 14 - December 17 2020),2022-09-29 21:51:00,2022,9
1004,7e19a657-fb8c-4701-9090-d0b171cf6bf6,King of Everything,Dominic Fike,"Don't Forget About Me, Demos",2022-09-29 21:14:00,2022,9
1005,0802b190-e24b-48f4-9536-189f8b4533da,Outro,M83,"Hurry Up, We're Dreaming",2022-09-29 20:58:00,2022,9
1006,05fb4eca-b785-34d0-94e0-1578701190ca,Midnight City,M83,"Hurry Up, We're Dreaming",2022-09-29 20:53:00,2022,9
1007,b27ae7ed-6a27-4dd0-876c-5f501c880e6f,Dreamland,Glass Animals,Dreamland (+ Bonus Levels),2022-09-29 20:49:00,2022,9
1008,134693ab-b197-43d4-8885-8ccae8dc8305,Strangers,Mt. Joy,Rearrange Us,2022-09-29 20:46:00,2022,9
1009,20e218e3-ead9-424e-8132-a0a6cabe1f14,Lydia (Please Make It Better),Fred again..,Actual Life (April 14 - December 17 2020),2022-09-29 20:43:00,2022,9
1010,d40d7b70-570f-4494-a51a-4aa389f45e70,cElEstIAl,Ed Sheeran,Celestial,2022-09-29 18:53:00,2022,9
1011,,"How Far I'll Go - From ""Vaiana""",Alessia Cara,"How Far I\'ll Go (From ""Vaiana"")",2022-09-29 16:21:00,2022,9
1012,,Scars to Your Beautiful,Alessia Cara,Know-It-All,2022-09-29 16:04:00,2022,9
1013,,Mr. Brightside,The Killers,Hot Fuss,2022-09-29 16:00:00,2022,9
1014,,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,2022-09-29 15:55:00,2022,9
1015,a1b9c584-15db-4c3e-afc7-b8957a8d71e8,Nowhere Man,Bryce Vine,Night Circus,2022-09-29 15:51:00,2022,9
1016,7e19a657-fb8c-4701-9090-d0b171cf6bf6,King of Everything,Dominic Fike,"Don't Forget About Me, Demos",2022-09-29 15:48:00,2022,9
1017,,Teenage Dirtbag,Wheatus,"Songs from Dawson's Creek, Vol. II",2022-09-29 15:43:00,2022,9
1018,0802b190-e24b-48f4-9536-189f8b4533da,Outro,M83,"Hurry Up, We're Dreaming",2022-09-29 15:39:00,2022,9
1019,05fb4eca-b785-34d0-94e0-1578701190ca,Midnight City,M83,"Hurry Up, We're Dreaming",2022-09-29 15:35:00,2022,9
1020,b27ae7ed-6a27-4dd0-876c-5f501c880e6f,Dreamland,Glass Animals,Dreamland (+ Bonus Levels),2022-09-29 15:32:00,2022,9
1021,134693ab-b197-43d4-8885-8ccae8dc8305,Strangers,Mt. Joy,Rearrange Us,2022-09-29 15:29:00,2022,9
1022,20e218e3-ead9-424e-8132-a0a6cabe1f14,Lydia (Please Make It Better),Fred again..,Actual Life (April 14 - December 17 2020),2022-09-29 15:26:00,2022,9
1023,,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,2022-09-29 13:25:00,2022,9
1024,a1b9c584-15db-4c3e-afc7-b8957a8d71e8,Nowhere Man,Bryce Vine,Night Circus,2022-09-29 13:21:00,2022,9
1025,7e19a657-fb8c-4701-9090-d0b171cf6bf6,King of Everything,Dominic Fike,"Don't Forget About Me, Demos",2022-09-29 13:18:00,2022,9
1026,,Wouldn't Change a Thing,Demi Lovato,Camp Rock 2: The Final Jam,2022-09-29 13:15:00,2022,9
1027,,Teenage Dirtbag,Wheatus,"Songs from Dawson's Creek, Vol. II",2022-09-29 13:11:00,2022,9
1028,0802b190-e24b-48f4-9536-189f8b4533da,Outro,M83,"Hurry Up, We're Dreaming",2022-09-29 13:06:00,2022,9
1029,05fb4eca-b785-34d0-94e0-1578701190ca,Midnight City,M83,"Hurry Up, We're Dreaming",2022-09-29 13:02:00,2022,9
1030,b27ae7ed-6a27-4dd0-876c-5f501c880e6f,Dreamland,Glass Animals,Dreamland (+ Bonus Levels),2022-09-29 12:59:00,2022,9
1031,134693ab-b197-43d4-8885-8ccae8dc8305,Strangers,Mt. Joy,Rearrange Us,2022-09-29 12:56:00,2022,9
1032,20e218e3-ead9-424e-8132-a0a6cabe1f14,Lydia (Please Make It Better),Fred again..,Actual Life (April 14 - December 17 2020),2022-09-29 12:53:00,2022,9
1033,95c279d1-c5b2-487d-93ff-35fc87236177,FOOL'S GOLD,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-29 04:21:00,2022,9
1034,,Still New York (feat. Joey Bada$$),MAX,Still New York (feat. Joey Bada$$),2022-09-29 04:12:00,2022,9
1035,95c279d1-c5b2-487d-93ff-35fc87236177,FOOL'S GOLD,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-29 04:12:00,2022,9
1036,21377e67-bbfd-4d62-9645-c0431d4c1c5b,Moon,Kanye West,Donda,2022-09-29 04:07:00,2022,9
1037,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-09-29 04:05:00,2022,9
1038,,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Luv Is Rage 2,2022-09-29 04:01:00,2022,9
1039,00cfa951-d03b-4512-9296-ffec8106ed1c,Daisy,Pond,Tasmania,2022-09-29 03:57:00,2022,9
1040,,Time to Say Goodbye (Con Te Partiro),Francesco Sartori,Romanza,2022-09-29 03:51:00,2022,9
1041,,"U.S.A. - The Stars Spangled Banner, National Anthem, Nationalhymne, Hymne National, Himno Nacional, национальный гимн",National Anthem,"U.S.A. - The Stars Spangled Banner, National Anthem, Nationalhymne, Hymne National, Himno Nacional, национальный гимн - Single",2022-09-29 03:45:00,2022,9
1042,947aa838-9f78-4596-851e-38d2bf473d42,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,Hannah Montana,2022-09-29 03:43:00,2022,9
1043,ecd2de61-cafc-423e-b288-f52a22481d81,Hoedown Throwdown,Miley Cyrus,Hannah Montana The Movie,2022-09-29 03:40:00,2022,9
1044,,Party in the U.S.A.,Miley Cyrus,The Time of Our Lives (International Version),2022-09-29 03:37:00,2022,9
1045,,Como,Bryce Bishop,Como,2022-09-29 03:34:00,2022,9
1046,,Winter,Bryce Bishop,Winter,2022-09-29 03:29:00,2022,9
1047,,A Thousand Miles,Vanessa Carlton,Be Not Nobody,2022-09-29 03:25:00,2022,9
1048,24408173-2ad8-448a-9907-b7f5a7149960,Roses,GASHI,gashi,2022-09-29 03:23:00,2022,9
1049,3879c656-e9a0-4b89-a99a-04e94e874571,DITTO,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-29 03:20:00,2022,9
1050,717043cb-07c5-4f58-b497-c8604af35a7c,Racecar,Aries,WELCOME HOME,2022-09-29 03:17:00,2022,9
1051,11ccae46-8a0e-43ef-b6fb-d319b066297c,SAYONARA,Aries,WELCOME HOME,2022-09-29 03:14:00,2022,9
1052,ce342ec8-44e7-445e-bae1-47a8fceb746b,good 4 u,Olivia Rodrigo,SOUR,2022-09-29 03:12:00,2022,9
1053,,"How Far I'll Go - From ""Vaiana""",Alessia Cara,"How Far I\'ll Go (From ""Vaiana"")",2022-09-29 03:08:00,2022,9
1054,,Scars to Your Beautiful,Alessia Cara,Know-It-All,2022-09-29 03:04:00,2022,9
1055,,Because I Got High - Extended Version,Afroman,The Good Times,2022-09-29 02:59:00,2022,9
1056,18e307f6-0884-462e-9c54-a4c01572eff9,KIDS ON MOLLY,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-29 01:04:00,2022,9
1057,04a6f0d9-2f10-4a4f-b40e-c88ebf83d890,Galway Girl,Ed Sheeran,÷ (Deluxe),2022-09-29 01:01:00,2022,9
1058,0d1b2556-58be-481e-933a-6cf00111f147,You're Welcome,Dwayne Johnson,Vaiana (English Version/Original Motion Picture Soundtrack/Deluxe Edition),2022-09-29 00:56:00,2022,9
1059,03eb60c4-db51-36e3-aa9b-2ed4b6a3cef7,What's My Name?,Rihanna,Loud,2022-09-29 00:50:00,2022,9
1060,,Since U Been Gone,Kelly Clarkson,Breakaway,2022-09-29 00:46:00,2022,9
1061,cd0fdf63-a26a-4310-9cb9-d697015f9ef6,TiK ToK,Kesha,Animal,2022-09-29 00:43:00,2022,9
1062,,Firework,Katy Perry,Teenage Dream,2022-09-29 00:39:00,2022,9
1063,,Troubled Man,Milky Chance,Troubled Man,2022-09-29 00:36:00,2022,9
1064,,doyoulovemenow,Lio Kalebic,doyoulovemenow,2022-09-29 00:34:00,2022,9
1065,,Silhouette,Nate Good,Silhouette,2022-09-29 00:31:00,2022,9
1066,,Common (with Big Sean),Quinn XCII,Common,2022-09-29 00:29:00,2022,9
1067,,Save Some Room,Shallou,Save Some Room,2022-09-29 00:25:00,2022,9
1068,,High,Gavn!,High,2022-09-29 00:22:00,2022,9
1069,,Wide Awake (feat. Charlie Houston) - Devault Remix,ODESZA,The Last Goodbye Remixes N°.1,2022-09-29 00:17:00,2022,9
1070,,"I Found A Girl - Live From Fanfest, Paradiso, Amsterdam / 2016",The Vamps,Live by Tristan,2022-09-29 00:14:00,2022,9
1071,,Better Life (°AN Sessions Vol.1),Arc North,Better Life (°AN Sessions Vol.1),2022-09-29 00:11:00,2022,9
1072,,Smile True,Steph DaYhUt,Smile True,2022-09-29 00:08:00,2022,9
1073,,Auburn Skies,Ollie,Auburn Skies,2022-09-29 00:06:00,2022,9
1074,,Willing To Trust (with Ty Dolla $ign),Kid Cudi,Willing To Trust,2022-09-29 00:01:00,2022,9
1075,07798a97-8ec4-342a-9275-33b90db975ea,Il triello,Ennio Morricone,"Il buono, il brutto, il cattivo (Le bon, la Brute et le Truand)",2022-09-28 23:58:00,2022,9
1076,8a38837b-53b2-4d6e-85cd-9a5bf3fc96de,Sunflower,Rex Orange County,Sunflower,2022-09-28 23:41:00,2022,9
1077,,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),2022-09-28 23:37:00,2022,9
1078,,FALLING,Monto,FALLING,2022-09-28 23:34:00,2022,9
1079,,MIA - Robotaki Remix,RAC,MIA (Robotaki Remix),2022-09-28 23:30:00,2022,9
1080,0b00e2fc-075c-407b-a398-2b4416bcaff0,TELL ME WHY,The Kid LAROI,F*CK LOVE,2022-09-28 23:28:00,2022,9
1081,867d614a-be8b-46f4-b8d4-ba06a36791c6,PONY,Aries,WELCOME HOME,2022-09-28 23:26:00,2022,9
1082,,WRONG (feat. Lil Mosey),The Kid LAROI,F*CK LOVE,2022-09-28 23:23:00,2022,9
1083,08bb100c-2e39-425e-99b5-928bdcb43c0c,NEED YOU MOST (So Sick),The Kid LAROI,F*CK LOVE,2022-09-28 23:21:00,2022,9
1084,,Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),2022-09-28 23:19:00,2022,9
1085,,LA To London (feat. Gab3),Lil Peep,Everybody's Everything,2022-09-28 23:15:00,2022,9
1086,,RATCHETS,Lil Peep,Everybody's Everything,2022-09-28 23:12:00,2022,9
1087,24408173-2ad8-448a-9907-b7f5a7149960,Roses,GASHI,gashi,2022-09-28 23:09:00,2022,9
1088,,Runaway (feat. Reo Cragun),Ekali,A World Away,2022-09-28 23:09:00,2022,9
1089,9ead4dd9-791b-49cc-8cbf-6ad454ccf4dd,AMY'S GRAVE,Aries,WELCOME HOME,2022-09-28 23:06:00,2022,9
1090,,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,Hotel Diablo,2022-09-28 23:04:00,2022,9
1091,,Jet Set - Single Version,Carmen Geiss,Jet Set,2022-09-28 23:00:00,2022,9
1092,085a0945-c71f-4f9b-8724-f8363ea4d059,Come On Mess Me Up,Cub Sport,This is Our Vice,2022-09-28 22:57:00,2022,9
1093,7e19a657-fb8c-4701-9090-d0b171cf6bf6,King of Everything,Dominic Fike,"Don't Forget About Me, Demos",2022-09-28 22:54:00,2022,9
1094,20e218e3-ead9-424e-8132-a0a6cabe1f14,Lydia (Please Make It Better),Fred again..,Actual Life (April 14 - December 17 2020),2022-09-28 22:51:00,2022,9
1095,3e3c3157-e860-4062-89b8-f3bb2b73e8e7,In My Head,Odie,Analogue,2022-09-28 22:47:00,2022,9
1096,134693ab-b197-43d4-8885-8ccae8dc8305,Strangers,Mt. Joy,Rearrange Us,2022-09-28 22:43:00,2022,9
1097,,Off Switch,Armors,Off Switch,2022-09-28 22:39:00,2022,9
1098,b27ae7ed-6a27-4dd0-876c-5f501c880e6f,Dreamland,Glass Animals,Dreamland (+ Bonus Levels),2022-09-28 22:36:00,2022,9
1099,a1b9c584-15db-4c3e-afc7-b8957a8d71e8,Nowhere Man,Bryce Vine,Night Circus,2022-09-28 22:29:00,2022,9
1100,b24d8a1a-8377-4341-9636-be3798d66765,The Subway Song,Delacey,Black Coffee,2022-09-28 22:29:00,2022,9
1101,,BONNIE KILLED CLYDE,Blessed,Music Is the Medecine,2022-09-28 22:25:00,2022,9
1102,3e3c3157-e860-4062-89b8-f3bb2b73e8e7,In My Head,Odie,Analogue,2022-09-28 22:23:00,2022,9
1103,,Falling Up,MTNMEN,Falling Up,2022-09-28 22:20:00,2022,9
1104,,"honey, i just",wylie hopkins,"honey, i just",2022-09-28 22:16:00,2022,9
1105,,West Coast City,Tucker Rivera,West Coast City,2022-09-28 22:13:00,2022,9
1106,,weneverdie,whiterosemoxie,twotone,2022-09-28 22:06:00,2022,9
1107,99adb78b-49f0-48fb-aff4-d632c762f20f,trix,whiterosemoxie,white ceilings,2022-09-28 22:02:00,2022,9
1108,e08d68ac-cc76-400c-b4d7-23d67ff95ff4,candy,whiterosemoxie,white ceilings,2022-09-28 21:59:00,2022,9
1109,2767d8ca-c3da-4938-9fa5-116abd3bd9c0,Robbery,Juice WRLD,Death Race For Love (Bonus Track Version),2022-09-28 21:57:00,2022,9
1110,,Fangirl (feat. Gab3),Lil Peep,Everybody's Everything,2022-09-28 21:53:00,2022,9
1111,,Gone Girl,iann dior,Industry Plant,2022-09-28 21:49:00,2022,9
1112,,SIDELINES,Just Juice,SIDELINES,2022-09-28 21:47:00,2022,9
1113,1b8fceb1-41ce-4bdf-8078-5f683833dd6c,22 (OVER S∞∞N),Bon Iver,"22, A Million",2022-09-28 21:43:00,2022,9
1114,a1b9c584-15db-4c3e-afc7-b8957a8d71e8,Nowhere Man,Bryce Vine,Night Circus,2022-09-28 21:40:00,2022,9
1115,a1b9c584-15db-4c3e-afc7-b8957a8d71e8,Nowhere Man,Bryce Vine,Night Circus,2022-09-28 21:30:00,2022,9
1116,,Como,Bryce Bishop,Como,2022-09-28 21:28:00,2022,9
1117,93484aa2-0ce6-4356-9ff4-9db61e07acd5,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),2022-09-28 21:24:00,2022,9
1118,0e44fc40-2f58-4874-9374-e668668116c8,Oblivion,M83,Oblivion (Original Motion Picture Soundtrack),2022-09-28 21:11:00,2022,9
1119,3779774d-17b1-4746-b514-3ba51e773e78,My Tears Are Becoming a Sea,M83,"Hurry Up, We're Dreaming",2022-09-28 21:09:00,2022,9
1120,0802b190-e24b-48f4-9536-189f8b4533da,Outro,M83,"Hurry Up, We're Dreaming",2022-09-28 21:05:00,2022,9
1121,05fb4eca-b785-34d0-94e0-1578701190ca,Midnight City,M83,"Hurry Up, We're Dreaming",2022-09-28 21:01:00,2022,9
1122,0802b190-e24b-48f4-9536-189f8b4533da,Outro,M83,"Hurry Up, We're Dreaming",2022-09-28 20:57:00,2022,9
1123,3983174e-3aec-38ca-94f9-4a616634a70f,Wait,M83,"Hurry Up, We're Dreaming",2022-09-28 20:51:00,2022,9
1124,7e19a657-fb8c-4701-9090-d0b171cf6bf6,King of Everything,Dominic Fike,"Don't Forget About Me, Demos",2022-09-28 19:32:00,2022,9
1125,077cc451-cdb1-328e-a093-053fac139f74,Last Nite,The Strokes,Is This It,2022-09-28 18:28:00,2022,9
1126,,GOODMORNING!,ladiesmile,GOODMORNING!,2022-09-28 18:24:00,2022,9
1127,,"How Far I'll Go - From ""Vaiana""",Alessia Cara,"How Far I\'ll Go (From ""Vaiana"")",2022-09-28 18:08:00,2022,9
1128,,How Far I'll Go,DCappella,DCappella,2022-09-28 17:55:00,2022,9
1129,c86c29d0-4e15-4435-bab3-ee860ba33ebf,"Can You Feel The Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Elton John,The Lion King,2022-09-28 17:50:00,2022,9
1130,,i'd do it all for you,Tyler Showers,truelove,2022-09-28 17:40:00,2022,9
1131,,About Today - 2021 Remaster,The National,Cherry Tree (2021 Remaster),2022-09-28 17:00:00,2022,9
1132,,coney island (feat. The National),Taylor Swift,evermore,2022-09-28 16:55:00,2022,9
1133,ddb0fdbd-1bdc-4f5a-8ebf-38f01ac49427,Birdcage,Novo Amor,"Cannot Be, Whatsoever",2022-09-28 16:52:00,2022,9
1134,,Learning How To Walk,Joey Pecoraro,Learning How To Walk,2022-09-28 16:49:00,2022,9
1135,b4299c16-7200-4b96-856f-3f1a7c74affe,Baby Blue,rence,Baby Blue,2022-09-28 16:46:00,2022,9
1136,0f4b9a7a-8316-4855-bb60-62d8870c8eb8,Ripples,Maximillian,Ripples,2022-09-28 16:42:00,2022,9
1137,55e2fc85-f79f-4684-8b2d-e3f84abecf9d,Hide My Face,Acid Ghost,I Want To Hide My Face & Die,2022-09-28 16:39:00,2022,9
1138,,Because I Got High - Extended Version,Afroman,The Good Times,2022-09-28 16:34:00,2022,9
1139,,ALLEINE - SW43 L33 D1DO REMIX,Yung Hurn,ALLEINE (SW43 L33 D1DO REMIX),2022-09-28 16:31:00,2022,9
1140,,Falle Für Dich,Tom Twers,Falle Für Dich,2022-09-28 16:29:00,2022,9
1141,4570aa4d-8e48-43c0-bc1a-63085505ab31,Mo Bamba,Sheck Wes,Mudboy,2022-09-28 16:26:00,2022,9
1142,,Party in the U.S.A.,Miley Cyrus,The Time of Our Lives (International Version),2022-09-28 16:22:00,2022,9
1143,,Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2022-09-28 16:19:00,2022,9
1144,209cecce-4c7a-4ed8-b204-7c44e511339c,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2022-09-28 16:13:00,2022,9
1145,,CAROUSEL,Travis Scott,ASTROWORLD,2022-09-28 03:37:00,2022,9
1146,,whitegold,whiterosemoxie,whitegold,2022-09-28 00:01:00,2022,9
1147,,33 “GOD”,Bon Iver,"22, A Million",2022-09-27 23:59:00,2022,9
1148,,To Say,Censthetic,To Say,2022-09-27 23:54:00,2022,9
1149,,High,Gavn!,High,2022-09-27 23:05:00,2022,9
1150,,Save Some Room,Shallou,Save Some Room,2022-09-27 23:03:00,2022,9
1151,011e6a3e-9f37-43cc-ae76-358188cc0f97,Satellite,Khalid,Satellite,2022-09-27 22:59:00,2022,9
1152,,WASTE,Kxllswxtch,DISORDER,2022-09-27 22:54:00,2022,9
1153,,High,Gavn!,High,2022-09-27 22:41:00,2022,9
1154,,To Say,Censthetic,To Say,2022-09-27 22:06:00,2022,9
1155,,i wouldn't mind at all,Censthetic,i wouldn't mind at all,2022-09-27 21:28:00,2022,9
1156,,To Say,Censthetic,To Say,2022-09-27 21:26:00,2022,9
1157,,Doja,Central Cee,Doja,2022-09-27 20:19:00,2022,9
1158,3c326f03-aa8b-4abd-b7b5-e59b2cbad43f,Marijuana,Kid Cudi,Man on the Moon II: The Legend of Mr. Rager,2022-09-27 19:55:00,2022,9
1159,,Doja,Central Cee,Doja,2022-09-27 19:52:00,2022,9
1160,,Save Some Room,Shallou,Save Some Room,2022-09-27 16:01:00,2022,9
1161,,Vino Bianco,Mola,Schnee Im Sommer,2022-09-27 15:50:00,2022,9
1162,,Brennerautobahn,Roy Bianco & Die Abbrunzati Boys,Mille Grazie,2022-09-27 15:46:00,2022,9
1163,,Quanto Costa,Roy Bianco & Die Abbrunzati Boys,Mille Grazie,2022-09-27 15:41:00,2022,9
1164,,Bianco,Yung Hurn,In Memory of Yung Hurn - Classic Compilation,2022-09-27 15:40:00,2022,9
1165,,Bianco,Yung Hurn,In Memory of Yung Hurn - Classic Compilation,2022-09-27 15:36:00,2022,9
1166,6526196a-a409-439f-a012-bd112dd640ba,Ok Cool,Yung Hurn,1220,2022-09-27 14:39:00,2022,9
1167,,"Teleport 2 Me, Jamie (feat. Desire)",WZRD,WZRD,2022-09-27 14:17:00,2022,9
1168,51bfb5de-c373-4a06-9c27-2ac8c8a9815c,Changed My Mind,E-Dubble,Changed My Mind,2022-09-27 14:15:00,2022,9
1169,2683b2c3-737a-4e9a-bb4a-838b9179afb4,Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2022-09-27 14:13:00,2022,9
1170,,Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2022-09-27 14:09:00,2022,9
1171,184fedf2-736c-3f87-9277-b1646eef15df,Up Up & Away,Kid Cudi,Man on the Moon: The End of Day,2022-09-27 14:05:00,2022,9
1172,2200b867-c945-4399-939d-3adca26bcc38,Man on the Moon,Kid Cudi,Man on the Moon: The End of Day,2022-09-27 14:02:00,2022,9
1173,209cecce-4c7a-4ed8-b204-7c44e511339c,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2022-09-27 13:57:00,2022,9
1174,,Save Some Room,Shallou,Save Some Room,2022-09-27 13:54:00,2022,9
1175,c1202c00-b588-4b9c-9a36-f634c1659f94,"Pantheon, the Unbreakable Spear (From League of Legends: Season 9)",League of Legends,The Music of League of Legends: Season 9 (Original Game Soundtrack),2022-09-27 13:05:00,2022,9
1176,3d4c58ae-e9c1-42d9-a87c-2b3b36b3bb9a,Trophies,Young Money,Rise of an Empire (Deluxe Edition),2022-09-27 01:00:00,2022,9
1177,408ac29f-5353-4e53-b79d-a30f56b1139f,HOW RUDE,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-27 00:42:00,2022,9
1178,408ac29f-5353-4e53-b79d-a30f56b1139f,HOW RUDE,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",2022-09-27 00:38:00,2022,9
1179,3339f7fc-c66d-4808-a541-5f2f24c44c6d,Gold Coast,Nate Good,Gold Coast,2022-09-27 00:18:00,2022,9
1180,,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,2022-09-27 00:14:00,2022,9
1181,0bf4d46c-48ec-4185-a8ff-52ed9afe1749,Rollercoaster - Remix filous,Julian le Play,Rollercoaster,2022-09-26 23:26:00,2022,9
1182,,Roses (feat. ROZES),The Chainsmokers,Bouquet,2022-09-26 23:14:00,2022,9
1183,,Chasing Cars,Snow Patrol,Eyes Open,2022-09-26 23:09:00,2022,9
1184,,See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),2022-09-26 23:05:00,2022,9
1185,,Doja,Central Cee,Doja,2022-09-26 22:49:00,2022,9
1186,39b20d67-6b1b-4eb8-aada-ff7eac293818,Last Day . . .,Shallou,All Becomes Okay,2022-09-26 21:41:00,2022,9
1187,,Heart,OTR,Lost At Midnight,2022-09-26 21:38:00,2022,9
1188,0783d8f8-323a-4300-b859-12fff0aa08f2,Fading,Shallou,Magical Thinking,2022-09-26 21:35:00,2022,9
1189,,Doubt (Summer Edit),Shallou,Doubt (Summer Edit),2022-09-26 21:30:00,2022,9
1190,,Pacifica (Sultan + Shepard Remix),Shallou,Pacifica (Sultan + Shepard Remix),2022-09-26 21:26:00,2022,9
1191,,Come Home,BAYNK,Come Home,2022-09-26 21:22:00,2022,9
1192,,Lie,Shallou,Souls,2022-09-26 21:18:00,2022,9
1193,,Save Some Room,Shallou,Save Some Room,2022-09-26 21:14:00,2022,9
1194,,All Your Days,Shallou,All Your Days,2022-09-26 21:10:00,2022,9
1195,41292316-f725-4225-bd6a-539e981e7689,Truth,Shallou,All Becomes Okay,2022-09-26 21:06:00,2022,9
1196,2d9f1c55-3bac-4b6d-b2a8-9f46f1a8b5e2,High Tide,Shallou,High Tide,2022-09-26 21:02:00,2022,9
1197,0979851d-2e5a-4142-98a0-28b2cf962836,You and Me,Shallou,Souls,2022-09-26 20:59:00,2022,9
1198,,count on,Shallou,count on,2022-09-26 20:55:00,2022,9
1199,cf94fbcb-8223-4625-9be2-d82300d38020,Heights,Shallou,Heights,2022-09-26 20:51:00,2022,9
1200,,I Leave Again,Petit Biscuit,Parachute,2022-09-26 20:48:00,2022,9
1201,,Raye,Sultan + Shepard,Raye,2022-09-26 20:44:00,2022,9
1202,,Older,Shallou,Magical Thinking,2022-09-26 20:39:00,2022,9
1203,,Us,Shallou,Us,2022-09-26 20:36:00,2022,9
1204,156eb041-4b1c-442c-9bda-6cfda0839f8d,Heartaches,Shallou,Heartaches,2022-09-26 20:33:00,2022,9
1205,80934ee3-4e59-41d0-9bdf-bcba07b7609d,Here,Shallou,Here,2022-09-26 20:29:00,2022,9
1206,,Begin (feat. Wales),Shallou,All Becomes Okay,2022-09-26 20:26:00,2022,9
1207,52b9b2ec-9463-44e6-947a-80e421e79f57,Make Believe,Shallou,Magical Thinking,2022-09-26 20:22:00,2022,9
1208,,i wouldn't mind at all,Censthetic,i wouldn't mind at all,2022-09-26 20:17:00,2022,9
1209,,To Say,Censthetic,To Say,2022-09-26 20:01:00,2022,9
1210,,Save Some Room,Shallou,Save Some Room,2022-09-26 19:59:00,2022,9
1211,,Begin (feat. Wales),Shallou,All Becomes Okay,2022-09-26 18:14:00,2022,9
1212,,We Will Meet Again,San Holo,We Will Meet Again,2022-09-26 17:26:00,2022,9
1213,,Save Some Room,Shallou,Save Some Room,2022-09-26 17:23:00,2022,9
1214,,Heroes,Måns Zelmerlöw,Heroes,2022-09-26 15:14:00,2022,9
1215,,Doja,Central Cee,Doja,2022-09-26 14:58:00,2022,9
1216,,Doja,Central Cee,Doja,2022-09-26 14:57:00,2022,9
1217,32819eff-9eb8-41f2-9931-2b59045839b3,Loading,Central Cee,Wild West,2022-09-26 12:20:00,2022,9
1218,,Doja,Central Cee,Doja,2022-09-26 12:16:00,2022,9
1219,,nebula,fnonose,Soul Searching,2022-09-26 12:14:00,2022,9
1220,,one year has passed (look at all we've been through),Colours In The Dark,one year has passed (look at all we've been through),2022-09-26 02:49:00,2022,9
1221,,Away,Gerardo Millán,Still dreaming,2022-09-26 02:46:00,2022,9
1222,,Sahara,milligon,Healing,2022-09-26 02:43:00,2022,9
1223,,With Time,Elijah Lee,Cozy Dreams,2022-09-26 02:40:00,2022,9
1224,,Insomnia Dream,Colours In The Dark,Insomnia Dream,2022-09-26 02:38:00,2022,9
1225,009559b1-e449-4598-a73f-95e54294f831,Way Down We Go,Kaleo,A/B,2022-09-25 21:54:00,2022,9
1226,,I Am Loving Awareness,East Forest,Ram Dass,2022-09-24 03:15:00,2022,9
1227,,i wouldn't mind at all,Censthetic,i wouldn't mind at all,2022-09-24 03:11:00,2022,9
1228,,To Say,Censthetic,To Say,2022-09-24 03:09:00,2022,9
1229,,Catch It,Andrew Applepie,Catch It,2022-09-24 00:18:00,2022,9
1230,0c2147be-dd45-4858-b691-699eeec04d15,Stuck in the Middle,Tai Verdes,Stuck in the Middle,2022-09-23 22:34:00,2022,9
1231,,Dragon,Elroy,SUNNY,2022-09-23 22:31:00,2022,9
1232,,Airports,Bryce Bishop,Poison Oak,2022-09-23 22:28:00,2022,9
1233,696f6fdd-370f-4aae-97cf-620cd19bb551,You,Bryce Bishop,You,2022-09-23 22:25:00,2022,9
1234,,Save Some Room,Shallou,Save Some Room,2022-09-23 22:20:00,2022,9
1235,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-09-23 21:29:00,2022,9
1236,5689cc9e-158f-49c3-9afa-98b413afa606,Shadow Of The Sun,Max Elto,Shadow Of The Sun,2022-09-23 21:27:00,2022,9
